airport_code,airport_name,month,year,num_of_flights_total,num_of_delays_carrier,num_of_delays_late_aircraft,num_of_delays_nas,num_of_delays_security,num_of_delays_weather,num_of_delays_total,minutes_delayed_carrier,minutes_delayed_late_aircraft,minutes_delayed_nas,minutes_delayed_security,minutes_delayed_weather,minutes_delayed_total,average_delay_time,hours_delayed_total,weather_delay
ORD,"Chicago, IL: Chicago O'Hare International",April,2012.0,25810,845,1255.0,1024,5,70,3200,67195.0,70581,35343.0,171,5896,179186,55.995625,2986.4333333333334,856.1
SAN,"San Diego, CA: San Diego International",April,2012.0,6329,287,341.0,206,2,27,863,,18038,6324.0,53,1902,40752,47.22132097334878,679.2,211.7
SFO,"San Francisco, CA: San Francisco International",April,2012.0,13952,511,932.0,1482,1,65,2992,29343.0,60238,92107.0,15,4596,186299,62.26570855614973,3104.983333333333,937.4000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",April,2012.0,9052,225,322.0,158,3,19,726,11671.0,15734,4198.0,225,1497,33325,45.90220385674931,555.4166666666666,178.8
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2012.0,33882,1136,1775.0,1724,2,101,4740,88752.0,109305,58172.0,54,7710,263993,55.69472573839663,4399.883333333333,1323.1
DEN,"Denver, CO: Denver International",May,2012.0,19607,720,1040.0,686,12,59,2518,38282.0,59492,21087.0,394,4584,123839,49.18149324861001,2063.983333333333,645.4000000000001
IAD,"Washington, DC: Washington Dulles International",May,2012.0,6696,362,493.0,431,1,50,1339,24968.0,35233,17203.0,32,3935,81371,60.76997759522031,1356.1833333333334,370.3
ORD,"Chicago, IL: Chicago O'Hare International",May,2012.0,26746,958,1574.0,1771,3,235,4543,82820.0,112035,113201.0,182,27449,335687,73.89104116222761,5594.783333333334,1415.6000000000001
SAN,"San Diego, CA: San Diego International",May,2012.0,6575,332,309.0,159,1,27,832,16506.0,17502,,27,2118,42059,50.55168269230769,700.9833333333333,183.3
SFO,"San Francisco, CA: San Francisco International",,2012.0,14448,601,994.0,1592,5,91,3285,37482.0,69913,92496.0,185,5886,205962,62.69771689497717,3432.7,1424.0
SLC,"Salt Lake City, UT: Salt Lake City International",May,2012.0,9050,235,277.0,151,2,21,683,13222.0,13726,4918.0,79,1336,33281,48.72767203513909,554.6833333333333,164.5
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2012.0,34227,1255,1876.0,1718,3,139,4993,100881.0,121301,66316.0,92,9826,298416,59.7668736230723,4973.6,1389.0
DEN,"Denver, CO: Denver International",June,2012.0,20862,1027,1605.0,1116,8,86,3843,64078.0,95170,42075.0,179,7223,208725,54.31303669008587,3478.75,1013.9000000000001
IAD,"Washington, DC: Washington Dulles International",June,2012.0,6429,428,577.0,386,2,32,1424,29064.0,41365,17208.0,43,2555,90235,63.36727528089887,1503.9166666666667,359.5
ORD,"Chicago, IL: Chicago O'Hare International",June,2012.0,27161,1232,1868.0,1304,7,104,4513,109221.0,129262,69190.0,207,9205,317085,70.2603589629958,5284.75,1186.0
SAN,"San Diego, CA: San Diego International",June,2012.0,6772,463,505.0,204,2,25,1197,24077.0,30129,6854.0,66,1897,63023,52.65079365079365,1050.3833333333334,258.1
SFO,"San Francisco, CA: San Francisco International",June,2012.0,14937,818,1342.0,2061,6,115,4345,58053.0,100850,162865.0,306,10204,332278,76.47364787111623,5537.966666666666,1342.0
SLC,"Salt Lake City, UT: Salt Lake City International",June,2012.0,9479,358,426.0,173,3,20,978,20494.0,24885,5902.0,57,1662,53000,54.192229038854805,883.3333333333334,217.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2012.0,34915,,2628.0,2950,6,254,7465,128745.0,195296,,341,22845,508667,68.14025452109846,8477.783333333333,2222.4
DEN,"Denver, CO: Denver International",July,2012.0,22168,1128,2254.0,1139,8,133,4666,69281.0,142940,43457.0,181,9488,265347,56.86819545649379,4422.45,1264.8
IAD,"Washington, DC: Washington Dulles International",July,2012.0,6532,480,861.0,515,0,51,1907,32694.0,71520,31606.0,0,4981,140801,73.83377031987415,2346.6833333333334,515.3
ORD,"Chicago, IL: Chicago O'Hare International",July,2012.0,27657,,3014.0,2108,8,201,6860,,230402,127465.0,215,17100,503942,73.46093294460641,8399.033333333333,1948.4
SAN,"San Diego, CA: San Diego International",July,2012.0,7035,497,616.0,195,2,46,1357,25039.0,40376,7897.0,66,3290,76668,56.49815770081061,1277.8,308.79999999999995
SFO,"San Francisco, CA: San Francisco International",July,2012.0,15711,875,1774.0,2077,9,142,4877,63540.0,134303,156068.0,220,11877,366008,75.0477752716834,6100.133333333333,1505.0
SLC,"Salt Lake City, UT: Salt Lake City International",July,2012.0,9844,413,576.0,245,2,29,1266,25616.0,33615,8108.0,54,2137,69530,54.92101105845182,1158.8333333333333,299.79999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,2012.0,34724,1360,2348.0,2312,3,167,6190,113241.0,164333,107493.0,183,15039,400289,64.6670436187399,6671.483333333334,1796.2000000000003
DEN,"Denver, CO: Denver International",August,2012.0,21763,1074,1619.0,749,10,60,3514,66887.0,94871,28187.0,389,3852,194186,55.260671599317014,3236.4333333333334,845.3
IAD,"Washington, DC: Washington Dulles International",August,2012.0,6506,431,664.0,424,3,34,1554,29141.0,50337,21773.0,49,3406,104706,67.37837837837837,1745.1,402.8
ORD,"Chicago, IL: Chicago O'Hare International",August,2012.0,28106,1366,2538.0,1633,8,151,5696,109759.0,175885,96841.0,779,13934,397198,69.73279494382022,6619.966666666666,1565.6
SAN,"San Diego, CA: San Diego International",August,2012.0,6867,455,587.0,206,4,27,1277,22166.0,35514,8600.0,249,2133,68662,53.76820673453406,1144.3666666666666,285.5
SFO,"San Francisco, CA: San Francisco International",August,2012.0,15716,865,1665.0,2082,4,116,4728,58275.0,114085,136091.0,336,8650,317437,67.1398054145516,5290.616666666667,1448.3000000000002
SLC,"Salt Lake City, UT: Salt Lake City International",August,2012.0,9821,441,455.0,202,2,25,1126,24370.0,24366,6958.0,71,1541,57306,50.89342806394316,955.1,242.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2012.0,31593,989,1492.0,1235,5,60,3780,90140.0,88351,41046.0,154,3577,223268,59.06560846560846,3721.133333333333,1310.35
DEN,"Denver, CO: Denver International",September,2012.0,18795,700,898.0,644,7,38,2289,39353.0,48555,22482.0,331,1966,112687,49.229794670161645,1878.1166666666666,726.0
IAD,"Washington, DC: Washington Dulles International",September,2012.0,6577,280,446.0,401,0,27,1155,17545.0,30045,19950.0,0,1974,69514,60.185281385281385,1158.5666666666666,421.45000000000005
ORD,"Chicago, IL: Chicago O'Hare International",September,2012.0,25694,1158,1873.0,1576,3,66,4680,,114789,63229.0,274,4884,270707,57.84337606837607,4511.783333333334,1652.3000000000002
SAN,"San Diego, CA: San Diego International",,2012.0,6185,306,399.0,238,3,25,974,15940.0,21303,8153.0,81,1536,47013,48.26796714579056,783.55,299.4
SFO,"San Francisco, CA: San Francisco International",September,2012.0,14184,667,1342.0,2402,5,80,4493,45027.0,91766,132079.0,145,4747,273764,60.93122635210327,4562.733333333334,2043.8999999999999
SLC,"Salt Lake City, UT: Salt Lake City International",September,2012.0,8871,230,256.0,154,0,17,657,15221.0,14890,4291.0,0,771,35173,53.535768645357685,586.2166666666667,193.9
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,,33102,1093,1782.0,1910,1,67,4852,89837.0,98314,65343.0,38,4177,257709,53.113973619126135,4295.15,1843.1
DEN,"Denver, CO: Denver International",October,2012.0,19305,800,1163.0,914,3,24,2904,41603.0,59755,27417.0,77,1873,130725,45.01549586776859,2178.75,967.0
IAD,"Washington, DC: Washington Dulles International",October,2012.0,6873,284,479.0,193,3,10,970,16959.0,33245,6860.0,72,537,57673,59.45670103092783,961.2166666666667,279.15
ORD,"Chicago, IL: Chicago O'Hare International",October,2012.0,27000,1205,2098.0,2416,5,91,5817,102230.0,135063,134381.0,225,9434,381337,65.55561285886196,6355.616666666667,2290.8
SAN,"San Diego, CA: San Diego International",October,2012.0,6427,381,453.0,338,7,37,1216,18827.0,24431,12607.0,253,4228,60346,49.6266447368421,1005.7666666666667,392.6
SFO,"San Francisco, CA: San Francisco International",October,2012.0,14756,763,1370.0,2635,3,105,4876,46627.0,99657,152448.0,144,6745,305621,62.678630024610335,5093.683333333333,2228.75
SLC,"Salt Lake City, UT: Salt Lake City International",October,2012.0,9164,318,375.0,319,0,11,1024,17957.0,19651,9464.0,2,1516,48590,47.451171875,809.8333333333334,330.85
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2012.0,31061,880,1095.0,919,3,26,2923,71562.0,62645,26432.0,96,2229,162964,55.75230927129661,2716.0666666666666,951.85
DEN,"Denver, CO: Denver International",November,2012.0,17851,603,899.0,568,4,24,2100,34686.0,49854,17235.0,217,2148,104140,49.59047619047619,1735.6666666666667,662.9
IAD,"Washington, DC: Washington Dulles International",November,2012.0,6207,245,331.0,189,1,10,777,13652.0,23025,,16,329,46556,59.917631917631915,775.9333333333333,232.15000000000003
ORD,"Chicago, IL: Chicago O'Hare International",November,2012.0,24620,828,1413.0,1098,4,121,3466,70272.0,92784,53905.0,153,20097,237211,68.43941142527409,3953.516666666667,1258.6
SAN,"San Diego, CA: San Diego International",November,2012.0,6087,300,346.0,218,3,24,893,14851.0,20787,7124.0,69,4059,46890,52.50839865621501,781.5,269.5
SFO,"San Francisco, CA: San Francisco International",November,2012.0,13645,564,863.0,1864,0,65,3359,37845.0,64508,147139.0,13,6465,255970,76.20422744864543,4266.166666666667,1535.5
SLC,"Salt Lake City, UT: Salt Lake City International",November,2012.0,8551,228,390.0,189,2,18,827,14381.0,22727,5505.0,38,1449,44100,53.32527206771463,735.0,257.85
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2012.0,31019,1203,1920.0,1574,7,122,4825,94816.0,118043,55137.0,268,9916,278180,57.6538860103627,4636.333333333333,1721.1
DEN,"Denver, CO: Denver International",,2012.0,18601,1216,1878.0,1553,18,82,4747,68796.0,111912,57709.0,568,5549,244534,51.513376869601856,4075.5666666666666,1654.85
IAD,"Washington, DC: Washington Dulles International",December,2012.0,6197,315,598.0,253,0,37,1200,18402.0,42458,11755.0,0,2728,75343,62.785833333333336,1255.7166666666667,380.85
ORD,"Chicago, IL: Chicago O'Hare International",December,2012.0,23741,1118,2261.0,1650,7,128,5166,101585.0,159647,,930,10700,353592,68.44599303135888,5893.2,1878.8
SAN,"San Diego, CA: San Diego International",December,2012.0,6324,515,656.0,404,5,18,1596,23839.0,35693,12568.0,121,1255,73476,46.037593984962406,1224.6,477.4
SFO,"San Francisco, CA: San Francisco International",December,2012.0,13823,864,1280.0,2247,8,113,4514,57699.0,93994,163938.0,209,6999,322839,71.51949490474081,5380.65,1957.55
SLC,"Salt Lake City, UT: Salt Lake City International",December,2012.0,8872,489,691.0,468,4,35,1684,25080.0,37822,14334.0,149,2096,79481,47.19774346793349,1324.6833333333334,546.5
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,,32355,1055,1460.0,1807,2,147,4472,87521.0,92496,74375.0,119,16863,271374,60.682915921288014,4522.9,1759.55
DEN,"Denver, CO: Denver International",January,2013.0,17809,845,1183.0,1497,9,69,3602,,71552,52943.0,212,4684,178319,49.50555247084953,2971.983333333333,1396.9500000000003
IAD,"Washington, DC: Washington Dulles International",January,2013.0,6024,261,419.0,214,3,19,918,15485.0,29747,7590.0,155,1603,54580,59.45533769063181,909.6666666666666,283.79999999999995
ORD,"Chicago, IL: Chicago O'Hare International",January,2013.0,23878,1046,2186.0,1969,11,97,5310,96035.0,143243,97646.0,713,12514,350151,65.94180790960452,5835.85,2032.65
SAN,"San Diego, CA: San Diego International",January,2013.0,6120,334,311.0,223,1,15,886,16337.0,14246,7504.0,24,1873,39984,45.128668171557564,666.4,253.25
SFO,"San Francisco, CA: San Francisco International",January,2013.0,13214,515,730.0,827,3,61,2136,30799.0,41750,33147.0,76,3211,108983,51.02200374531835,1816.3833333333334,817.5500000000001
SLC,"Salt Lake City, UT: Salt Lake City International",January,2013.0,9058,395,620.0,603,5,64,1686,,42118,25138.0,117,6879,101104,59.96678529062871,1685.0666666666666,641.95
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",February,2013.0,29447,959,1540.0,1726,1,119,4345,83007.0,86699,56995.0,156,9239,236096,54.33739930955121,3934.9333333333334,1702.9
DEN,"Denver, CO: Denver International",February,2013.0,16616,710,1175.0,1224,6,85,3196,40368.0,72621,57503.0,128,6926,177546,55.552565707133915,2959.1,1233.1
IAD,"Washington, DC: Washington Dulles International",February,2013.0,5366,273,464.0,232,0,19,988,16846.0,30247,9088.0,0,1242,57423,58.12044534412956,957.05,309.0
ORD,"Chicago, IL: Chicago O'Hare International",February,2013.0,22179,984,2361.0,2473,3,120,5942,87111.0,164965,146089.0,52,10016,408233,68.70296196566812,6803.883333333333,2435.75
SAN,"San Diego, CA: San Diego International",February,2013.0,5609,274,274.0,202,2,25,776,13317.0,12967,7939.0,100,1519,35842,46.18814432989691,597.3666666666667,238.5
SFO,"San Francisco, CA: San Francisco International",February,2013.0,12026,470,643.0,868,2,57,2038,,40899,,151,2931,114127,55.999509322865556,1902.1166666666666,814.1
SLC,"Salt Lake City, UT: Salt Lake City International",February,2013.0,8262,327,421.0,296,3,37,1085,19234.0,24322,9658.0,83,2709,56006,51.6184331797235,933.4333333333333,355.7
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,,34682,1182,2139.0,1990,3,165,5479,98034.0,133049,87848.0,198,18555,337684,61.63241467421062,5628.066666666667,2100.2
DEN,"Denver, CO: Denver International",March,2013.0,19520,899,1484.0,1427,10,129,3948,52037.0,96442,76876.0,364,11637,237356,60.12056737588652,3955.9333333333334,1501.7500000000002
IAD,"Washington, DC: Washington Dulles International",March,2013.0,6231,342,518.0,296,1,20,1179,20981.0,36148,11936.0,24,921,70010,59.38083121289228,1166.8333333333333,367.8
ORD,"Chicago, IL: Chicago O'Hare International",March,2013.0,25505,1057,2253.0,1747,8,86,5149,82790.0,153823,84113.0,187,8283,329196,63.93396776073024,5486.6,1897.4499999999998
SAN,"San Diego, CA: San Diego International",March,2013.0,6496,349,460.0,248,3,37,1096,16458.0,24110,8302.0,136,1989,50995,46.528284671532845,849.9166666666666,336.20000000000005
SFO,"San Francisco, CA: San Francisco International",March,2013.0,13871,607,936.0,1353,3,88,2989,38076.0,62641,83279.0,141,6075,190212,63.6373369019739,3170.2,1248.25
SLC,"Salt Lake City, UT: Salt Lake City International",March,2013.0,10092,370,527.0,359,4,33,1292,,29787,12251.0,182,2957,67608,52.328173374613,1126.8,424.45000000000005
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,2013.0,33654,1216,2066.0,1957,5,142,5384,102382.0,127470,72221.0,206,12907,315186,58.54123328380386,5253.1,1544.6
DEN,"Denver, CO: Denver International",April,2013.0,18451,829,1591.0,1732,14,163,4330,54118.0,104003,93102.0,598,15646,267467,61.77066974595843,4457.783333333334,1333.1
IAD,"Washington, DC: Washington Dulles International",April,2013.0,6160,276,601.0,293,2,24,1193,17873.0,44046,12668.0,70,1703,76360,64.00670578373847,1272.6666666666667,321.5
ORD,"Chicago, IL: Chicago O'Hare International",April,2013.0,26046,1118,2772.0,3077,3,126,7097,115285.0,236168,274868.0,381,19267,645969,91.02000845427645,10766.15,2188.4
SAN,"San Diego, CA: San Diego International",April,2013.0,6393,407,578.0,309,4,21,1317,18556.0,28993,10820.0,131,1524,60024,45.57630979498861,1000.4,318.0
SFO,"San Francisco, CA: San Francisco International",April,2013.0,13715,640,1074.0,1880,4,79,3679,39810.0,72664,105176.0,218,6102,223970,60.87795596629519,3732.8333333333335,1153.2
SLC,"Salt Lake City, UT: Salt Lake City International",April,2013.0,9425,330,495.0,452,4,20,1299,22704.0,27715,,107,1441,66589,51.26173979984603,1109.8166666666666,349.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2013.0,34412,1252,2139.0,1958,9,123,5480,99659.0,140009,71878.0,653,8686,320885,58.55565693430657,5348.083333333333,1547.9
DEN,"Denver, CO: Denver International",May,2013.0,19060,779,1389.0,1325,8,136,3636,42727.0,85742,63205.0,198,10498,202370,55.657315731573156,3372.8333333333335,1082.7
IAD,"Washington, DC: Washington Dulles International",May,2013.0,6482,362,586.0,526,1,56,1532,22113.0,42362,25272.0,22,3387,93156,60.806788511749346,1552.6,442.19999999999993
ORD,"Chicago, IL: Chicago O'Hare International",May,2013.0,27023,1061,2592.0,2728,2,170,6550,88809.0,190823,198471.0,172,17983,496258,75.76458015267175,8270.966666666667,2038.8000000000002
SAN,"San Diego, CA: San Diego International",May,2013.0,6612,334,479.0,184,2,16,1016,15648.0,25765,7010.0,54,1300,49777,48.993110236220474,829.6166666666667,233.3
SFO,"San Francisco, CA: San Francisco International",May,2013.0,14300,571,1037.0,1611,3,96,3318,38411.0,71309,105794.0,90,7544,223148,67.2537673297167,3719.133333333333,1051.5
SLC,"Salt Lake City, UT: Salt Lake City International",May,2013.0,9378,285,408.0,300,3,23,1017,17186.0,22454,9845.0,38,2210,51733,50.86823992133726,862.2166666666667,265.4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2013.0,34436,,1109.10407239819,3410,7,415,9474,163113.0,274196,190287.0,628,38212,666436,70.34367743297446,11107.266666666666,2111.731221719457
DEN,"Denver, CO: Denver International",June,2013.0,19536,1136,2082.0,1291,11,129,4650,74049.0,137197,56039.0,264,10810,278359,59.862150537634406,4639.316666666667,1270.0
IAD,"Washington, DC: Washington Dulles International",June,2013.0,6527,416,794.0,554,1,70,1835,26133.0,65096,30333.0,38,6199,127799,69.64523160762943,2129.983333333333,529.8
ORD,"Chicago, IL: Chicago O'Hare International",June,2013.0,27274,1449,3969.0,2959,5,205,8585,134629.0,317867,207294.0,237,19577,679604,79.16179382644147,11326.733333333334,2579.3
SAN,"San Diego, CA: San Diego International",June,2013.0,6763,509,746.0,385,1,51,1693,27818.0,44059,14289.0,109,3507,89782,53.031305375073835,1496.3666666666666,428.79999999999995
SFO,"San Francisco, CA: San Francisco International",June,2013.0,14768,845,1367.0,2587,2,138,4940,57984.0,107797,208991.0,142,12404,387318,78.40445344129554,6455.3,1582.8999999999999
SLC,"Salt Lake City, UT: Salt Lake City International",June,2013.0,9994,466,617.0,258,4,50,1393,28872.0,38249,10065.0,138,4004,81328,58.38334529791816,1355.4666666666667,338.29999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2013.0,35541,,1109.10407239819,4467,6,423,10827,180809.0,286368,252372.0,365,38063,757977,70.00803546688833,12632.95,2542.5312217194573
DEN,"Denver, CO: Denver International",July,2013.0,20254,1141,1969.0,1585,11,125,4832,70206.0,130777,,383,10700,285643,59.11485927152318,4760.716666666666,1349.6999999999998
IAD,"Washington, DC: Washington Dulles International",July,2013.0,6559,412,801.0,569,2,48,1834,26224.0,57228,29333.0,62,4175,117022,63.80697928026172,1950.3666666666666,515.9
ORD,"Chicago, IL: Chicago O'Hare International",July,2013.0,27970,1327,3373.0,1914,4,151,6767,100419.0,218067,87397.0,110,11564,417557,61.704891384660854,6959.283333333334,1928.5
SAN,"San Diego, CA: San Diego International",July,2013.0,7015,489,706.0,281,3,30,1510,25509.0,39356,11634.0,75,2351,78925,52.2682119205298,1315.4166666666667,354.2
SFO,"San Francisco, CA: San Francisco International",July,2013.0,15401,808,1547.0,3225,3,105,5688,60661.0,128218,270179.0,57,8514,467629,82.21325597749649,7793.816666666667,1859.1
SLC,"Salt Lake City, UT: Salt Lake City International",July,2013.0,10328,500,623.0,311,1,37,1473,33419.0,35601,11123.0,10,1921,82074,55.71894093686355,1367.9,348.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,2013.0,35139,1462,2609.0,2737,4,176,6985,114996.0,157153,101293.0,333,12696,386471,55.32870436649964,6441.183333333333,2053.5
DEN,"Denver, CO: Denver International",,2013.0,20027,1113,1714.0,1380,11,89,4306,64301.0,98085,59598.0,478,8015,230477,53.52461681374826,3841.2833333333333,1500.1999999999998
IAD,"Washington, DC: Washington Dulles International",August,2013.0,6509,354,565.0,273,1,26,1217,20751.0,38526,10907.0,27,1852,72063,59.21364009860312,1201.05,304.7
ORD,"Chicago, IL: Chicago O'Hare International",August,2013.0,27714,1019,2383.0,2073,5,118,5596,71991.0,154117,119599.0,233,10028,355968,63.61115082201572,5932.8,1662.1
SAN,"San Diego, CA: San Diego International",August,2013.0,6850,459,698.0,304,2,24,1489,22457.0,37416,9622.0,59,1840,71394,47.94761584956346,1189.9,355.0
SFO,"San Francisco, CA: San Francisco International",August,2013.0,15478,807,1651.0,2842,4,105,5411,50844.0,116979,183265.0,155,7795,359038,66.35335427832193,5983.966666666666,1737.1
SLC,"Salt Lake City, UT: Salt Lake City International",August,2013.0,10402,409,555.0,235,2,27,1228,26408.0,30551,7805.0,46,1644,66454,54.115635179153095,1107.5666666666666,287.5
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2013.0,32046,921,1442.0,1477,1,97,3940,,84179,,88,5961,212088,53.82944162436548,3534.8,1489.65
DEN,"Denver, CO: Denver International",September,2013.0,18823,789,1323.0,1452,5,96,3667,47819.0,79836,65269.0,189,9596,202709,55.27924734115081,3378.483333333333,1436.7000000000003
IAD,"Washington, DC: Washington Dulles International",September,2013.0,6118,249,338.0,306,2,32,926,14020.0,24700,16997.0,43,2346,58106,62.74946004319654,968.4333333333333,332.3
ORD,"Chicago, IL: Chicago O'Hare International",September,2013.0,25285,741,1362.0,1280,2,87,3473,56470.0,93084,96578.0,41,11482,257655,74.18802188309819,4294.25,1327.6
SAN,"San Diego, CA: San Diego International",September,2013.0,6166,372,576.0,202,1,20,1171,17631.0,28340,6997.0,48,1278,54294,46.36549957301452,904.9,324.1
SFO,"San Francisco, CA: San Francisco International",September,2013.0,13903,518,1009.0,1860,4,98,3488,34648.0,71314,125258.0,133,7136,238489,68.37413990825688,3974.8166666666666,1609.7
SLC,"Salt Lake City, UT: Salt Lake City International",September,2013.0,9137,309,400.0,227,1,35,970,20019.0,22489,7322.0,54,1785,51669,53.26701030927835,861.15,302.55
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2013.0,33810,946,1389.0,1290,4,36,3668,77027.0,72635,41595.0,204,3432,194893,53.13331515812432,3248.2166666666667,1291.2
DEN,"Denver, CO: Denver International",October,2013.0,19405,798,1295.0,1304,5,56,3459,43167.0,68675,46771.0,120,3959,162692,47.03440300664932,2711.5333333333333,1292.1
IAD,"Washington, DC: Washington Dulles International",October,2013.0,6513,238,440.0,222,3,11,915,14381.0,28020,8614.0,86,848,51949,56.774863387978144,865.8166666666667,287.3
ORD,"Chicago, IL: Chicago O'Hare International",October,2013.0,26539,888,1829.0,1719,2,72,4510,63261.0,105461,72196.0,45,5204,246167,54.58248337028825,4102.783333333334,1738.0500000000002
SAN,"San Diego, CA: San Diego International",October,2013.0,6383,385,484.0,345,5,12,1232,16335.0,22385,9838.0,134,455,49147,39.89204545454545,819.1166666666667,381.45
SFO,"San Francisco, CA: San Francisco International",October,2013.0,14295,565,912.0,1325,3,40,2844,33069.0,58536,87116.0,89,2907,181717,63.894866385372715,3028.616666666667,1174.85
SLC,"Salt Lake City, UT: Salt Lake City International",October,2013.0,9264,282,385.0,219,2,7,897,15705.0,18303,6203.0,65,746,41022,45.7324414715719,683.7,264.85
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,,31466,1044,1680.0,1900,10,79,4714,91113.0,94085,59238.0,1032,6587,252055,53.46945269410267,4200.916666666667,1818.0
DEN,"Denver, CO: Denver International",November,2013.0,17962,745,1163.0,884,9,47,2848,44207.0,65241,33954.0,256,3237,146895,51.578300561797754,2448.25,970.5
IAD,"Washington, DC: Washington Dulles International",November,2013.0,5887,234,403.0,238,3,26,901,14584.0,28053,10262.0,562,955,54416,60.39511653718091,906.9333333333333,301.6
ORD,"Chicago, IL: Chicago O'Hare International",November,2013.0,24033,825,1446.0,1698,4,70,4045,,88910,94074.0,642,6966,252473,62.41606922126081,4207.883333333333,1607.5
SAN,"San Diego, CA: San Diego International",November,2013.0,6029,347,407.0,246,2,24,1023,15110.0,20199,8474.0,176,1796,45755,44.72629521016618,762.5833333333334,306.0
SFO,"San Francisco, CA: San Francisco International",November,2013.0,13289,522,742.0,975,9,44,2294,31903.0,49355,47038.0,948,2045,131289,57.23147340889276,2188.15,900.35
SLC,"Salt Lake City, UT: Salt Lake City International",November,2013.0,8510,288,324.0,183,2,11,809,,18747,5340.0,201,1740,43203,53.402966625463534,720.05,227.14999999999998
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2013.0,31894,,2782.0,2739,11,210,7524,135389.0,165660,95299.0,489,18616,415453,55.21703880914407,6924.216666666666,2824.9500000000003
DEN,"Denver, CO: Denver International",December,2013.0,19028,,2639.0,1996,13,144,6423,90167.0,168708,85521.0,429,12528,357353,55.63646271212829,5955.883333333333,2233.1
IAD,"Washington, DC: Washington Dulles International",December,2013.0,5789,394,634.0,288,1,38,1356,,46116,12285.0,59,2108,85410,62.98672566371681,1423.5,415.4
ORD,"Chicago, IL: Chicago O'Hare International",December,2013.0,23086,1416,2777.0,3025,4,224,7446,110431.0,199396,140673.0,110,17584,468194,62.878592532903575,7803.233333333334,3023.35
SAN,"San Diego, CA: San Diego International",December,2013.0,6243,552,804.0,352,2,42,1751,25234.0,40274,14033.0,40,2960,82541,47.13934894346088,1375.6833333333334,512.0
SFO,"San Francisco, CA: San Francisco International",December,2013.0,13809,885,1137.0,954,4,157,3138,50220.0,67415,39728.0,142,9077,166582,53.08540471637986,2776.366666666667,1118.2
SLC,"Salt Lake City, UT: Salt Lake City International",December,2013.0,8737,587,893.0,670,7,109,2265,37255.0,55137,28895.0,262,14902,136451,60.24326710816777,2274.1833333333334,812.4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,2014.0,30784,,2983.0,2434,3,307,7528,169797.0,210377,131885.0,121,34635,546815,72.6374867162593,9113.583333333334,2784.0
DEN,"Denver, CO: Denver International",January,2014.0,17955,1273,2079.0,1693,8,166,5218,88074.0,148547,76541.0,282,15995,329439,63.135109237255655,5490.65,1890.15
IAD,"Washington, DC: Washington Dulles International",January,2014.0,4688,349,567.0,229,0,52,1198,28165.0,46187,,1,4043,90522,75.56093489148581,1508.7,370.95
ORD,"Chicago, IL: Chicago O'Hare International",January,2014.0,21529,1193,2301.0,2771,1,240,6509,105371.0,194127,169934.0,32,24605,494069,75.90551544015977,8234.483333333334,2731.45
SAN,"San Diego, CA: San Diego International",January,2014.0,6086,509,684.0,278,4,91,1566,26173.0,43181,,162,7297,87893,56.12579821200511,1464.8833333333334,476.90000000000003
SFO,"San Francisco, CA: San Francisco International",January,2014.0,13539,819,1195.0,1161,1,210,3387,50032.0,83675,52747.0,21,15850,202325,59.73575435488633,3372.0833333333335,1323.15
SLC,"Salt Lake City, UT: Salt Lake City International",January,2014.0,8676,476,650.0,443,3,99,1671,33578.0,41215,16947.0,107,8751,100598,60.20227408737283,1676.6333333333334,581.95
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",February,2014.0,27982,1195,1960.0,1539,3,187,4884,103196.0,116466,52641.0,142,20414,292859,59.96294021294021,4880.983333333334,1775.35
DEN,"Denver, CO: Denver International",February,2014.0,16179,1049,1790.0,1562,3,129,4532,63712.0,109629,67063.0,76,12183,252663,55.7508826125331,4211.05,1681.3000000000002
IAD,"Washington, DC: Washington Dulles International",February,2014.0,4222,221,438.0,137,0,20,818,14494.0,31882,6197.0,0,1700,54273,66.34841075794621,904.55,240.45
