airport_code,airport_name,month,year,num_of_flights_total,num_of_delays_carrier,num_of_delays_late_aircraft,num_of_delays_nas,num_of_delays_security,num_of_delays_weather,num_of_delays_total,minutes_delayed_carrier,minutes_delayed_late_aircraft,minutes_delayed_nas,minutes_delayed_security,minutes_delayed_weather,minutes_delayed_total,hours_delayed_total,average_delay_time,weather_delay
ORD,"Chicago, IL: Chicago O'Hare International",May,2005.0,28523,861,1375.0,2833,3,123,5195,57526.0,98770,169823.0,123,9667,335909,5598.483333333334,64.66005774783446,1668.7
SAN,"San Diego, CA: San Diego International",May,2005.0,7512,411,383.0,284,3,38,1117,17815.0,17289,9276.0,77,3126,47583,793.05,42.59892569382274,266.5
SFO,"San Francisco, CA: San Francisco International",May,2005.0,10954,577,438.0,1158,1,45,2217,28810.0,27188,63563.0,81,3237,122879,2047.9833333333333,55.42580063148399,639.6
SLC,"Salt Lake City, UT: Salt Lake City International",May,2005.0,13822,601,371.0,454,4,53,1480,29853.0,17377,14517.0,76,3133,64956,1082.6,43.88918918918919,345.90000000000003
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2005.0,37209,,1109.10407239819,6892,9,479,10986,119455.0,134768,343189.0,390,32914,630716,10511.933333333332,57.41088658292372,3568.5312217194573
DEN,"Denver, CO: Denver International",June,2005.0,16953,1058,1118.0,993,4,137,3310,57649.0,74824,40437.0,122,10065,183097,3051.616666666667,55.31631419939577,869.6
IAD,"Washington, DC: Washington Dulles International",June,2005.0,10743,425,1040.0,1392,3,64,2926,26398.0,88487,75609.0,65,5726,196285,3271.4166666666665,67.08304853041695,932.8000000000001
ORD,"Chicago, IL: Chicago O'Hare International",June,2005.0,27756,1374,2329.0,3726,4,210,7643,92424.0,165364,205599.0,139,16946,480472,8007.866666666667,62.864320293078634,2399.1
SAN,"San Diego, CA: San Diego International",June,2005.0,7574,573,604.0,440,4,43,1661,26938.0,32680,15883.0,200,2974,78675,1311.25,47.366044551475014,400.2
SFO,"San Francisco, CA: San Francisco International",June,2005.0,11089,876,737.0,1288,5,71,2978,48831.0,47574,56454.0,208,5393,158460,2641.0,53.2102081934184,807.3000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",June,2005.0,13860,788,642.0,670,7,95,2203,37008.0,31149,,162,5223,98063,1634.3833333333334,44.51339083068543,555.6
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,,37584,,1109.10407239819,8704,14,466,13699,156293.0,219063,574857.0,678,38476,989367,16489.45,72.22184101029272,4280.331221719457
DEN,"Denver, CO: Denver International",July,2005.0,17989,1195,1141.0,863,3,121,3323,67702.0,78077,32694.0,124,8515,187112,3118.5333333333333,56.30815528137225,808.5
IAD,"Washington, DC: Washington Dulles International",July,2005.0,11152,442,1170.0,1548,7,79,3245,27971.0,97189,86274.0,217,6752,218403,3640.05,67.304468412943,1049.2
ORD,"Chicago, IL: Chicago O'Hare International",July,2005.0,28283,,2241.0,3547,9,213,7641,121159.0,181764,237346.0,443,17190,557902,9298.366666666667,73.01426514854077,2304.1000000000004
SAN,"San Diego, CA: San Diego International",July,2005.0,7862,664,675.0,359,2,70,1769,33005.0,39105,14402.0,57,4912,91481,1524.6833333333334,51.71339739966083,416.1
SFO,"San Francisco, CA: San Francisco International",July,2005.0,11579,896,723.0,826,5,93,2548,49421.0,50665,39209.0,128,6918,146341,2439.016666666667,57.433673469387756,640.3000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",July,2005.0,14472,809,733.0,606,8,101,2257,39224.0,38201,22061.0,171,6457,106114,1768.5666666666666,47.01550731058928,563.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,2005.0,37886,,1109.10407239819,8440,11,381,12861,140274.0,154147,487160.0,459,28593,810633,13510.55,63.03032423606251,4089.731221719457
DEN,"Denver, CO: Denver International",August,2005.0,17827,1013,788.0,753,9,120,2682,50588.0,44658,27912.0,411,8388,131957,2199.2833333333333,49.20096942580164,657.5999999999999
IAD,"Washington, DC: Washington Dulles International",August,2005.0,11064,393,763.0,922,6,54,2133,21463.0,52261,33574.0,184,3582,111064,1851.0666666666666,52.06938584153774,651.7
ORD,"Chicago, IL: Chicago O'Hare International",August,2005.0,28662,1273,1663.0,2422,12,163,5533,76496.0,100348,120036.0,533,11190,308603,5143.383333333333,55.774986444966565,1630.7000000000003
SAN,"San Diego, CA: San Diego International",August,2005.0,7946,611,571.0,388,7,49,1629,27822.0,27741,13411.0,346,3384,72704,1211.7333333333333,44.63106200122775,375.5
SFO,"San Francisco, CA: San Francisco International",August,2005.0,11598,797,683.0,1078,11,69,2638,41615.0,41956,51040.0,355,4717,139683,2328.05,52.95034116755117,705.1
SLC,"Salt Lake City, UT: Salt Lake City International",August,2005.0,14630,822,684.0,602,17,82,2206,39182.0,33107,19181.0,438,5536,97444,1624.0666666666666,44.172257479601086,528.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2005.0,33631,1247,977.0,2374,8,127,4731,84909.0,48728,76158.0,199,6153,216147,3602.45,45.68738110336081,1963.2
DEN,"Denver, CO: Denver International",September,2005.0,16297,611,461.0,515,3,42,1632,33657.0,24519,15970.0,175,2736,77057,1284.2833333333333,47.216299019607845,515.05
IAD,"Washington, DC: Washington Dulles International",September,2005.0,9398,231,357.0,527,0,19,1134,12036.0,21710,15985.0,11,1552,51294,854.9,45.232804232804234,468.65
ORD,"Chicago, IL: Chicago O'Hare International",September,2005.0,27474,830,1262.0,2500,6,119,4717,53005.0,77123,129495.0,144,9102,268869,4481.15,57.0,2122.6
SAN,"San Diego, CA: San Diego International",September,2005.0,7451,414,419.0,420,3,31,1286,,17110,12249.0,119,1607,47963,799.3833333333333,37.29626749611197,429.7
SFO,"San Francisco, CA: San Francisco International",September,2005.0,10765,660,417.0,1084,8,42,2212,31232.0,23699,45912.0,261,2031,103135,1718.9166666666667,46.625226039783,871.7
SLC,"Salt Lake City, UT: Salt Lake City International",September,2005.0,13720,613,432.0,550,4,41,1641,29844.0,16681,16287.0,141,2775,65728,1095.4666666666667,40.053625837903716,528.1
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2005.0,35282,1288,1402.0,4520,8,276,7493,84911.0,82014,204257.0,452,17084,388718,6478.633333333333,51.877485653276395,3634.6
DEN,"Denver, CO: Denver International",October,2005.0,16498,706,590.0,526,4,51,1876,36179.0,41825,17897.0,86,4676,100663,1677.7166666666667,53.658315565031984,569.9000000000001
IAD,"Washington, DC: Washington Dulles International",October,2005.0,9262,317,479.0,635,1,16,1447,17936.0,29914,19606.0,65,1182,68703,1145.05,47.47961299239807,572.45
ORD,"Chicago, IL: Chicago O'Hare International",October,2005.0,29083,985,1101.0,1368,5,79,3538,55588.0,65317,61542.0,221,6400,189068,3151.133333333333,53.4392312040701,1298.5
SAN,"San Diego, CA: San Diego International",October,2005.0,7641,478,495.0,308,3,37,1321,19788.0,21984,9451.0,124,2341,53688,894.8,40.64193792581378,385.70000000000005
SFO,"San Francisco, CA: San Francisco International",October,2005.0,11104,676,516.0,904,5,37,2134,30973.0,32199,44132.0,79,2453,109836,1830.6,51.46954076850984,779.4
SLC,"Salt Lake City, UT: Salt Lake City International",October,2005.0,13962,570,449.0,372,9,48,1446,25504.0,19691,11724.0,476,3389,60784,1013.0666666666667,42.035961272475795,424.5
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2005.0,33063,1466,1109.10407239819,4100,3,314,7140,98262.0,87043,238063.0,207,24257,447832,7463.866666666667,62.72156862745098,3311.731221719457
DEN,"Denver, CO: Denver International",November,2005.0,15317,692,590.0,576,4,49,1913,32958.0,29347,16547.0,161,3472,82485,1374.75,43.118139048614744,600.4000000000001
IAD,"Washington, DC: Washington Dulles International",November,2005.0,7408,261,307.0,435,2,18,1021,15385.0,22699,14651.0,56,1008,53799,896.65,52.692458374142994,392.85
ORD,"Chicago, IL: Chicago O'Hare International",November,2005.0,28453,1096,1602.0,3646,3,118,6466,68777.0,100887,206610.0,128,7358,383760,6396.0,59.35044849984534,2968.5
SAN,"San Diego, CA: San Diego International",November,2005.0,7239,389,327.0,238,0,22,976,14844.0,14822,6803.0,12,1766,38247,637.45,39.1875,274.8
SFO,"San Francisco, CA: San Francisco International",November,2005.0,10584,674,473.0,1284,6,56,2495,33260.0,30527,63572.0,199,4318,131876,2197.9333333333334,52.8561122244489,1032.5
SLC,"Salt Lake City, UT: Salt Lake City International",November,2005.0,12970,650,469.0,735,10,83,1947,,21458,21904.0,305,3855,75354,1255.9,38.70261941448382,701.45
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2005.0,33632,,1109.10407239819,4898,12,509,9899,130387.0,139313,255257.0,479,33154,558590,9309.833333333334,56.42893221537529,4025.4312217194574
DEN,"Denver, CO: Denver International",December,2005.0,16404,,1183.0,1333,11,145,4293,79791.0,73731,43131.0,249,9461,206363,3439.383333333333,48.069648264616816,1366.35
IAD,"Washington, DC: Washington Dulles International",December,2005.0,7494,408,550.0,471,1,36,1466,,32991,14510.0,120,2706,72899,1214.9833333333333,49.72646657571624,507.15000000000003
ORD,"Chicago, IL: Chicago O'Hare International",December,2005.0,29229,,2586.0,4713,17,292,9479,114235.0,168738,303125.0,674,22736,609512,10158.533333333333,64.30129760523262,4131.25
SAN,"San Diego, CA: San Diego International",December,2005.0,7590,643,620.0,485,9,58,1810,27572.0,30286,16010.0,282,3242,77392,1289.8666666666666,42.758011049723756,559.25
SFO,"San Francisco, CA: San Francisco International",December,2005.0,10972,911,766.0,2505,6,119,4307,46898.0,60349,194437.0,325,9636,311645,5194.083333333333,72.35778964476434,1977.05
SLC,"Salt Lake City, UT: Salt Lake City International",December,2005.0,11469,1022,840.0,584,29,166,2644,42784.0,42255,18738.0,842,9201,113820,1897.0,43.04841149773071,797.6
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,2006.0,33274,,1506.0,4563,7,401,8109,116197.0,122615,,203,32153,548821,9147.016666666666,67.68047848070046,3818.7500000000005
DEN,"Denver, CO: Denver International",January,2006.0,17971,1155,909.0,816,4,75,2958,51783.0,57858,25430.0,174,4783,140028,2333.8,47.33874239350913,878.0999999999999
IAD,"Washington, DC: Washington Dulles International",January,2006.0,6917,439,577.0,395,4,46,1458,27700.0,43858,15582.0,204,3871,91215,1520.25,62.56172839506173,475.85
ORD,"Chicago, IL: Chicago O'Hare International",January,2006.0,30828,1308,1849.0,3820,9,188,7177,80222.0,133127,,309,15707,441216,7353.6,61.47638288978682,3225.7
SAN,"San Diego, CA: San Diego International",January,2006.0,7598,465,435.0,303,3,44,1251,19616.0,23615,10164.0,53,2345,55793,929.8833333333333,44.598721023181454,371.45000000000005
SFO,"San Francisco, CA: San Francisco International",January,2006.0,10727,889,533.0,1205,7,60,2693,42563.0,35127,58969.0,253,4036,140948,2349.133333333333,52.33865577422949,1003.15
SLC,"Salt Lake City, UT: Salt Lake City International",January,2006.0,11423,795,587.0,455,11,109,1954,35048.0,27085,12964.0,251,5243,80591,1343.1833333333334,41.244114636642784,580.85
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",February,2006.0,30438,1352,1109.10407239819,4880,9,342,8013,91889.0,84771,234197.0,412,21941,433210,7220.166666666667,54.06339697990765,3846.731221719457
DEN,"Denver, CO: Denver International",February,2006.0,16751,1147,1148.0,1423,10,113,3839,61140.0,71227,49770.0,491,7119,189747,3162.45,49.42615264391769,1382.35
IAD,"Washington, DC: Washington Dulles International",February,2006.0,7078,389,560.0,248,6,32,1233,24596.0,36910,8615.0,260,2253,72634,1210.5666666666666,58.908353609083534,361.20000000000005
ORD,"Chicago, IL: Chicago O'Hare International",February,2006.0,28150,1239,1744.0,3396,10,158,6545,77144.0,121135,189556.0,506,10168,398509,6641.816666666667,60.887547746371276,2888.6
SAN,"San Diego, CA: San Diego International",February,2006.0,6962,520,584.0,558,6,72,1740,22801.0,30032,22548.0,147,4974,80502,1341.7,46.265517241379314,609.9
SFO,"San Francisco, CA: San Francisco International",February,2006.0,9742,757,645.0,1573,4,66,3048,,40924,,191,4435,161355,2689.25,52.93799212598425,1281.95
